10:58:27.677 [main] INFO  n.e.journalApp.JournalApplication - Starting JournalApplication using Java 21.0.8 with PID 24040 (C:\Users\King\Desktop\SpringBoot\journalApp\journalApp\target\classes started by King in C:\Users\King\Desktop\SpringBoot\journalApp\journalApp)
11:27:38.123 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.2"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.8+12-LTS-250"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='King', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@15a8cebd, com.mongodb.Jep395RecordCodecProvider@3f6c2763, com.mongodb.KotlinCodecProvider@5c82031b]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.g6sm3im.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-ej81hg-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
11:27:38.132 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017 to client view of cluster
11:27:38.137 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017 to client view of cluster
11:27:38.701 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29991 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
11:27:38.896 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=399264500, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cb2eb5aa25627507cb0b5, counter=3}, lastWriteDate=Mon Nov 24 11:27:38 IST 2025, lastUpdateTimeNanos=259647536286300}
11:27:38.896 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=399319200, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000167, setVersion=346, topologyVersion=TopologyVersion{processId=691cb04de3137ef834dae937, counter=6}, lastWriteDate=Mon Nov 24 11:27:38 IST 2025, lastUpdateTimeNanos=259647536279000}
11:27:38.896 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=398014900, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cad73511e12a3a54981c4, counter=4}, lastWriteDate=Mon Nov 24 11:27:38 IST 2025, lastUpdateTimeNanos=259647536278400}
11:27:38.901 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017 with max election id 7fffffff0000000000000167 and max set version 346
11:27:40.198 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
11:27:40.433 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
11:27:40.839 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:27:40.854 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
11:27:40.866 [main] INFO  n.e.journalApp.JournalApplication - Started JournalApplication in 6.443 seconds (process running for 7.164)
11:27:43.111 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:27:43.112 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:27:43.113 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
11:27:46.557 [http-nio-8080-exec-10] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 633 ms
15:11:30.503 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.internal.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:809)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:857)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveCommandMessageResponse(InternalStreamConnection.java:517)
	at com.mongodb.internal.connection.InternalStreamConnection.receive(InternalStreamConnection.java:469)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:249)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.NioSocketImpl.implRead(NioSocketImpl.java:318)
	at java.base/sun.nio.ch.NioSocketImpl.read(NioSocketImpl.java:346)
	at java.base/sun.nio.ch.NioSocketImpl$1.read(NioSocketImpl.java:796)
	at java.base/java.net.Socket$SocketInputStream.read(Socket.java:1099)
	at java.base/sun.security.ssl.SSLSocketInputRecord.read(SSLSocketInputRecord.java:489)
	at java.base/sun.security.ssl.SSLSocketInputRecord.readHeader(SSLSocketInputRecord.java:483)
	at java.base/sun.security.ssl.SSLSocketInputRecord.bytesInCompletePacket(SSLSocketInputRecord.java:70)
	at java.base/sun.security.ssl.SSLSocketImpl.readApplicationRecord(SSLSocketImpl.java:1461)
	at java.base/sun.security.ssl.SSLSocketImpl$AppInputStream.read(SSLSocketImpl.java:1066)
	at com.mongodb.internal.connection.SocketStream.read(SocketStream.java:182)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:824)
	... 4 common frames omitted
15:11:30.503 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.internal.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:809)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:857)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveCommandMessageResponse(InternalStreamConnection.java:517)
	at com.mongodb.internal.connection.InternalStreamConnection.receive(InternalStreamConnection.java:469)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:249)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.NioSocketImpl.implRead(NioSocketImpl.java:318)
	at java.base/sun.nio.ch.NioSocketImpl.read(NioSocketImpl.java:346)
	at java.base/sun.nio.ch.NioSocketImpl$1.read(NioSocketImpl.java:796)
	at java.base/java.net.Socket$SocketInputStream.read(Socket.java:1099)
	at java.base/sun.security.ssl.SSLSocketInputRecord.read(SSLSocketInputRecord.java:489)
	at java.base/sun.security.ssl.SSLSocketInputRecord.readHeader(SSLSocketInputRecord.java:483)
	at java.base/sun.security.ssl.SSLSocketInputRecord.bytesInCompletePacket(SSLSocketInputRecord.java:70)
	at java.base/sun.security.ssl.SSLSocketImpl.readApplicationRecord(SSLSocketImpl.java:1461)
	at java.base/sun.security.ssl.SSLSocketImpl$AppInputStream.read(SSLSocketImpl.java:1066)
	at com.mongodb.internal.connection.SocketStream.read(SocketStream.java:182)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:824)
	... 4 common frames omitted
15:11:30.503 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.internal.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:809)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:857)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveCommandMessageResponse(InternalStreamConnection.java:517)
	at com.mongodb.internal.connection.InternalStreamConnection.receive(InternalStreamConnection.java:469)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:249)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.NioSocketImpl.implRead(NioSocketImpl.java:318)
	at java.base/sun.nio.ch.NioSocketImpl.read(NioSocketImpl.java:346)
	at java.base/sun.nio.ch.NioSocketImpl$1.read(NioSocketImpl.java:796)
	at java.base/java.net.Socket$SocketInputStream.read(Socket.java:1099)
	at java.base/sun.security.ssl.SSLSocketInputRecord.read(SSLSocketInputRecord.java:489)
	at java.base/sun.security.ssl.SSLSocketInputRecord.readHeader(SSLSocketInputRecord.java:483)
	at java.base/sun.security.ssl.SSLSocketInputRecord.bytesInCompletePacket(SSLSocketInputRecord.java:70)
	at java.base/sun.security.ssl.SSLSocketImpl.readApplicationRecord(SSLSocketImpl.java:1461)
	at java.base/sun.security.ssl.SSLSocketImpl$AppInputStream.read(SSLSocketImpl.java:1066)
	at com.mongodb.internal.connection.SocketStream.read(SocketStream.java:182)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:824)
	... 4 common frames omitted
15:11:30.729 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketException: No such host is known (ac-noehszy-shard-00-00.g6sm3im.mongodb.net)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:75)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:100)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.UnknownHostException: No such host is known (ac-noehszy-shard-00-00.g6sm3im.mongodb.net)
	at java.base/java.net.Inet6AddressImpl.lookupAllHostAddr(Native Method)
	at java.base/java.net.Inet6AddressImpl.lookupAllHostAddr(Inet6AddressImpl.java:52)
	at java.base/java.net.InetAddress$PlatformResolver.lookupByName(InetAddress.java:1211)
	at java.base/java.net.InetAddress.getAddressesFromNameService(InetAddress.java:1828)
	at java.base/java.net.InetAddress$NameServiceAddresses.get(InetAddress.java:1139)
	at java.base/java.net.InetAddress.getAllByName0(InetAddress.java:1818)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1688)
	at com.mongodb.internal.connection.DefaultInetAddressResolver.lookupByName(DefaultInetAddressResolver.java:34)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:71)
	... 5 common frames omitted
15:11:30.729 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketException: No such host is known (ac-noehszy-shard-00-02.g6sm3im.mongodb.net)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:75)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:100)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.UnknownHostException: No such host is known (ac-noehszy-shard-00-02.g6sm3im.mongodb.net)
	at java.base/java.net.Inet6AddressImpl.lookupAllHostAddr(Native Method)
	at java.base/java.net.Inet6AddressImpl.lookupAllHostAddr(Inet6AddressImpl.java:52)
	at java.base/java.net.InetAddress$PlatformResolver.lookupByName(InetAddress.java:1211)
	at java.base/java.net.InetAddress.getAddressesFromNameService(InetAddress.java:1828)
	at java.base/java.net.InetAddress$NameServiceAddresses.get(InetAddress.java:1139)
	at java.base/java.net.InetAddress.getAllByName0(InetAddress.java:1818)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1688)
	at com.mongodb.internal.connection.DefaultInetAddressResolver.lookupByName(DefaultInetAddressResolver.java:34)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:71)
	... 5 common frames omitted
15:11:30.842 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.internal.connection.SocketStream.lambda$open$0(SocketStream.java:85)
	at java.base/java.util.Optional.orElseThrow(Optional.java:403)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:85)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.NoRouteToHostException: No route to host: getsockopt
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:682)
	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:542)
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:592)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:751)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at com.mongodb.internal.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:76)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:104)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	... 3 common frames omitted
15:11:40.770 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketException: ac-noehszy-shard-00-00.g6sm3im.mongodb.net
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:75)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:100)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.UnknownHostException: ac-noehszy-shard-00-00.g6sm3im.mongodb.net
	at java.base/java.net.InetAddress$CachedLookup.get(InetAddress.java:988)
	at java.base/java.net.InetAddress.getAllByName0(InetAddress.java:1818)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1688)
	at com.mongodb.internal.connection.DefaultInetAddressResolver.lookupByName(DefaultInetAddressResolver.java:34)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:71)
	... 5 common frames omitted
15:11:42.155 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1163445500, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cb2eb5aa25627507cb0b5, counter=3}, lastWriteDate=Mon Nov 24 15:11:42 IST 2025, lastUpdateTimeNanos=273093852880900}
15:11:42.298 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1045432200, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000167, setVersion=346, topologyVersion=TopologyVersion{processId=691cb04de3137ef834dae937, counter=6}, lastWriteDate=Mon Nov 24 15:11:42 IST 2025, lastUpdateTimeNanos=273093852881000}
15:11:42.299 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017 with max election id 7fffffff0000000000000167 and max set version 346
15:11:51.084 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=257337800, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cad73511e12a3a54981c4, counter=4}, lastWriteDate=Mon Nov 24 15:11:51 IST 2025, lastUpdateTimeNanos=273102914891800}
17:26:42.602 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017
com.mongodb.MongoSocketReadTimeoutException: Timeout while receiving message
	at com.mongodb.internal.connection.InternalStreamConnection.createReadTimeoutException(InternalStreamConnection.java:819)
	at com.mongodb.internal.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:807)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:857)
